,id,h,v,fuel
0,5078,2000.0,0.098,100000.0
1,5078,1866.6666666666667,0.196,100000.0
2,5078,1866.6666666666667,0.29400000000000004,100000.0
3,5078,1866.6666666666667,0.392,100000.0
4,5078,1866.6666666666667,0.49,100000.0
5,5078,1866.6666666666667,0.588,100000.0
6,5078,1866.6666666666667,0.6859999999999999,100000.0
7,5078,1866.6666666666667,0.7839999999999999,100000.0
8,5078,1866.6666666666667,0.8819999999999999,100000.0
9,5078,1866.6666666666667,0.9799999999999999,100000.0
10,5078,1866.6666666666667,1.0779999999999998,100000.0
11,5078,1866.6666666666667,1.176,100000.0
12,5078,1866.6666666666667,1.274,100000.0
13,5078,1866.6666666666667,1.372,100000.0
14,5078,1866.6666666666667,1.4700000000000002,100000.0
15,5078,1866.6666666666667,1.5680000000000003,100000.0
16,5078,1866.6666666666667,1.6660000000000004,100000.0
17,5078,1866.6666666666667,1.7640000000000005,100000.0
18,5078,1866.6666666666667,1.8620000000000005,100000.0
19,5078,1866.6666666666667,1.9600000000000006,100000.0
20,5078,1866.6666666666667,2.0580000000000007,100000.0
21,5078,1866.6666666666667,2.1560000000000006,100000.0
22,5078,1866.6666666666667,2.2540000000000004,100000.0
23,5078,1866.6666666666667,2.3520000000000003,100000.0
24,5078,1866.6666666666667,2.45,100000.0
25,5078,1866.6666666666667,2.548,100000.0
26,5078,1866.6666666666667,2.646,100000.0
27,5078,1866.6666666666667,2.7439999999999998,100000.0
28,5078,1864.0,2.8419999999999996,100000.0
29,5078,1861.3333333333333,2.9399999999999995,100000.0
30,5078,1858.6666666666667,3.0379999999999994,100000.0
31,5078,1856.0,3.1359999999999992,100000.0
32,5078,1853.3333333333333,3.233999999999999,100000.0
33,5078,1850.6666666666667,0.3799999999999991,99970.0
34,5078,1850.6666666666667,0.4779999999999991,99970.0
35,5078,1850.6666666666667,0.5759999999999991,99970.0
36,5078,1850.6666666666667,0.673999999999999,99970.0
37,5078,1850.6666666666667,0.771999999999999,99970.0
38,5078,1850.6666666666667,0.869999999999999,99970.0
