,id,h,v,fuel
0,350,1829.3333333333333,0.392,100000.0
1,350,1829.3333333333333,0.8819999999999999,100000.0
2,350,1829.3333333333333,1.372,100000.0
3,350,1829.3333333333333,1.8620000000000005,100000.0
4,350,1829.3333333333333,2.3520000000000003,100000.0
5,350,1824.0,2.8419999999999996,100000.0
6,350,1810.6666666666667,3.331999999999999,100000.0
7,350,1802.6666666666667,0.8699999999999986,99970.0
8,350,1802.6666666666667,1.3599999999999988,99970.0
9,350,1802.6666666666667,1.8499999999999992,99970.0
10,350,1802.6666666666667,2.339999999999999,99970.0
11,350,1797.3333333333333,2.8299999999999983,99970.0
12,350,1784.0,3.3199999999999976,99970.0
13,350,1776.0,0.857114134240269,99940.0
14,350,1776.0,1.3471141342402693,99940.0
15,350,1776.0,1.8371141342402697,99940.0
16,350,1776.0,2.3271141342402695,99940.0
17,350,1770.6666666666667,2.817114134240269,99940.0
18,350,1757.3333333333333,3.307114134240268,99940.0
19,350,1749.3333333333333,0.8433418708822529,99910.0
20,350,1749.3333333333333,1.333341870882253,99910.0
21,350,1749.3333333333333,1.8233418708822535,99910.0
22,350,1749.3333333333333,2.3133418708822533,99910.0
23,350,1744.0,2.8033418708822526,99910.0
24,350,1730.6666666666667,3.293341870882252,99910.0
25,350,1720.0,0.8286826776083048,99880.0
26,350,1720.0,1.3186826776083052,99880.0
27,350,1720.0,1.8086826776083056,99880.0
28,350,1720.0,2.2986826776083054,99880.0
29,350,1714.6666666666667,2.7886826776083047,99880.0
30,350,1701.3333333333333,3.278682677608304,99880.0
31,350,1690.6666666666667,0.8131360216211189,99850.0
32,350,1690.6666666666667,1.3031360216211192,99850.0
33,350,1690.6666666666667,1.7931360216211196,99850.0
34,350,1690.6666666666667,2.2831360216211194,99850.0
35,350,1685.3333333333333,2.7731360216211187,99850.0
36,350,1672.0,3.263136021621118,99850.0
37,350,1661.3333333333333,0.7967013696431505,99820.0
38,350,1661.3333333333333,1.2867013696431506,99820.0
39,350,1661.3333333333333,1.776701369643151,99820.0
40,350,1661.3333333333333,2.266701369643151,99820.0
41,350,1658.6666666666667,2.7567013696431504,99820.0
42,350,1645.3333333333333,3.2467013696431497,99820.0
43,350,1634.6666666666667,0.7793781879160405,99790.0
44,350,1634.6666666666667,1.2693781879160406,99790.0
45,350,1634.6666666666667,1.759378187916041,99790.0
46,350,1634.6666666666667,2.249378187916041,99790.0
47,350,1632.0,2.7393781879160404,99790.0
48,350,1618.6666666666667,3.2293781879160397,99790.0
49,350,1608.0,0.7611659422000355,99760.0
50,350,1608.0,1.2511659422000356,99760.0
51,350,1608.0,1.741165942200036,99760.0
52,350,1608.0,2.231165942200036,99760.0
53,350,1605.3333333333333,2.7211659422000354,99760.0
54,350,1592.0,3.2111659422000347,99760.0
55,350,1581.3333333333333,0.7420640977734104,99730.0
56,350,1581.3333333333333,1.2320640977734105,99730.0
57,350,1581.3333333333333,1.722064097773411,99730.0
58,350,1581.3333333333333,2.212064097773411,99730.0
59,350,1578.6666666666667,2.7020640977734103,99730.0
60,350,1565.3333333333333,3.1920640977734096,99730.0
61,350,1552.0,3.682064097773409,99730.0
62,350,1552.0,1.212072119431887,99700.0
63,350,1552.0,1.7020721194318875,99700.0
64,350,1552.0,2.1920721194318875,99700.0
65,350,1549.3333333333333,2.682072119431887,99700.0
66,350,1536.0,3.172072119431886,99700.0
